iterations, matrix_dim, etime, flops, cores
3544, 4096, 18.021559, 16496478885.095346, 4
3544, 4096, 17.997694, 16518353269.035467, 4
3544, 4096, 17.989889, 16525519836.170195, 4
3544, 4096, 18.010534, 16506577068.730999, 4
3544, 4096, 17.968145, 16545518055.425310, 4
3544, 4096, 17.888945, 16618770280.751604, 4
3544, 4096, 17.976764, 16537585269.517918, 4
3544, 4096, 17.986115, 16528987361.639797, 4
3544, 4096, 17.954400, 16558184485.140133, 4
3544, 4096, 18.020146, 16497772410.944950, 4
3544, 4096, 17.920048, 16589925848.412905, 4
3544, 4096, 18.068202, 16453893282.795931, 4
3544, 4096, 18.015434, 16502087461.229078, 4
3544, 4096, 18.050217, 16470287726.734808, 4
3544, 4096, 17.924134, 16586143995.576021, 4
3544, 4096, 18.020963, 16497024466.450546, 4
3544, 4096, 18.067680, 16454368658.289278, 4
3544, 4096, 17.950940, 16561376034.904022, 4
3544, 4096, 17.955614, 16557064966.979130, 4
3544, 4096, 18.060603, 16460816259.567856, 4
3544, 4096, 18.028612, 16490025273.160242, 4
3544, 4096, 18.026987, 16491511727.389608, 4
3544, 4096, 18.097761, 16427019205.303905, 4
3544, 4096, 18.001910, 16514484714.122004, 4
3544, 4096, 17.978065, 16536388511.221869, 4
3544, 4096, 17.928908, 16581727538.565092, 4
3544, 4096, 17.941847, 16569769406.683716, 4
3544, 4096, 17.936007, 16575164556.971905, 4
3544, 4096, 18.039598, 16479982953.056934, 4
3544, 4096, 18.024989, 16493339747.391800, 4
3544, 4096, 17.976431, 16537891615.972046, 4
3544, 4096, 18.016995, 16500657713.453323, 4
3544, 4096, 18.024765, 16493544715.839569, 4
3544, 4096, 18.077947, 16445023736.378914, 4
3544, 4096, 17.978461, 16536024274.825304, 4
3544, 4096, 18.064768, 16457021065.534857, 4
3544, 4096, 18.050066, 16470425510.909489, 4
3544, 4096, 17.913953, 16595570364.620249, 4
3544, 4096, 17.998818, 16517321721.904182, 4
3573, 8192, 67.345884, 17802125150.810997, 4
3573, 8192, 67.410067, 17785175252.236435, 4
3573, 8192, 67.450373, 17774547449.278004, 4
3544, 4096, 16.510927, 18005788985.682030, 4
3544, 4096, 16.499556, 18018198036.359283, 4
3544, 4096, 16.531571, 17983304038.073574, 4
3544, 4096, 16.530808, 17984134079.834454, 4
3544, 4096, 16.533693, 17980995989.220314, 4
3544, 4096, 16.496416, 18021627699.010502, 4
3544, 4096, 16.478785, 18040909418.989326, 4
3544, 4096, 16.516724, 17999469357.240578, 4
